CRUC1AL: 24.49 TrueSkill (mu 27.14, sigma 0.88), 128 kills - 141 deaths
SNAPPLE: 24.47 TrueSkill (mu 31.01, sigma 2.18), 41 kills - 31 deaths
stonde: 24.47 TrueSkill (mu 26.83, sigma 0.79), 530 kills - 466 deaths
daps: 24.44 TrueSkill (mu 26.90, sigma 0.82), 792 kills - 803 deaths
REASTEN: 24.44 TrueSkill (mu 26.88, sigma 0.81), 267 kills - 262 deaths
Moku: 24.41 TrueSkill (mu 28.19, sigma 1.26), 100 kills - 76 deaths
Magiskb0Y: 24.40 TrueSkill (mu 26.81, sigma 0.80), 266 kills - 257 deaths
allu: 24.40 TrueSkill (mu 26.73, sigma 0.78), 970 kills - 891 deaths
Morphi: 24.39 TrueSkill (mu 27.03, sigma 0.88), 97 kills - 81 deaths
Jayzwalkingz: 24.37 TrueSkill (mu 26.99, sigma 0.87), 80 kills - 91 deaths
Matthielele: 24.37 TrueSkill (mu 26.94, sigma 0.86), 138 kills - 103 deaths
gob b: 24.36 TrueSkill (mu 26.72, sigma 0.79), 1108 kills - 1365 deaths
s1mple: 24.36 TrueSkill (mu 26.77, sigma 0.81), 1077 kills - 907 deaths
It's my: 24.35 TrueSkill (mu 26.74, sigma 0.80), 133 kills - 180 deaths
Twista: 24.33 TrueSkill (mu 26.67, sigma 0.78), 406 kills - 449 deaths
mOE: 24.32 TrueSkill (mu 26.93, sigma 0.87), 75 kills - 107 deaths
xseveN: 24.32 TrueSkill (mu 26.66, sigma 0.78), 392 kills - 416 deaths
RaZ: 24.29 TrueSkill (mu 27.39, sigma 1.03), 99 kills - 81 deaths
MetaL: 24.28 TrueSkill (mu 26.95, sigma 0.89), 106 kills - 107 deaths
aNdz: 24.27 TrueSkill (mu 27.98, sigma 1.24), 26 kills - 39 deaths
STABA: 24.26 TrueSkill (mu 28.54, sigma 1.42), 27 kills - 36 deaths
nitr0: 24.26 TrueSkill (mu 26.69, sigma 0.81), 1365 kills - 1214 deaths
kajsk1ng: 24.25 TrueSkill (mu 27.12, sigma 0.96), 68 kills - 75 deaths
Furlan: 24.24 TrueSkill (mu 26.76, sigma 0.84), 696 kills - 696 deaths
Awien: 24.22 TrueSkill (mu 26.83, sigma 0.87), 321 kills - 351 deaths
seang@res: 24.21 TrueSkill (mu 26.58, sigma 0.79), 432 kills - 509 deaths
Lambert: 24.21 TrueSkill (mu 27.32, sigma 1.04), 95 kills - 103 deaths
gAndhi: 24.20 TrueSkill (mu 26.88, sigma 0.89), 86 kills - 92 deaths
latro: 24.19 TrueSkill (mu 26.56, sigma 0.79), 337 kills - 384 deaths
Whindanski: 24.19 TrueSkill (mu 27.68, sigma 1.17), 60 kills - 67 deaths
mOkEn: 24.18 TrueSkill (mu 26.68, sigma 0.83), 130 kills - 168 deaths
fearift: 24.17 TrueSkill (mu 27.36, sigma 1.06), 58 kills - 46 deaths
GII: 24.13 TrueSkill (mu 28.61, sigma 1.49), 28 kills - 21 deaths
aKis: 24.13 TrueSkill (mu 26.57, sigma 0.81), 156 kills - 167 deaths
adx: 24.12 TrueSkill (mu 27.02, sigma 0.97), 102 kills - 93 deaths
kRYSTAL: 24.12 TrueSkill (mu 26.57, sigma 0.82), 754 kills - 813 deaths
Uber: 24.11 TrueSkill (mu 26.58, sigma 0.83), 557 kills - 544 deaths
b0bbzki: 24.09 TrueSkill (mu 26.55, sigma 0.82), 133 kills - 161 deaths
prd: 24.08 TrueSkill (mu 26.93, sigma 0.95), 80 kills - 77 deaths
decent: 24.07 TrueSkill (mu 26.51, sigma 0.81), 482 kills - 494 deaths
pashaBiceps: 24.04 TrueSkill (mu 26.45, sigma 0.80), 1423 kills - 1555 deaths
DJOXiC: 24.02 TrueSkill (mu 26.95, sigma 0.98), 69 kills - 60 deaths
XigN: 24.01 TrueSkill (mu 26.46, sigma 0.82), 212 kills - 182 deaths
sibe: 24.01 TrueSkill (mu 32.17, sigma 2.72), 14 kills - 8 deaths
byali: 23.99 TrueSkill (mu 26.39, sigma 0.80), 1439 kills - 1469 deaths
adrianXD: 23.99 TrueSkill (mu 28.64, sigma 1.55), 41 kills - 44 deaths
luosrevo: 23.93 TrueSkill (mu 26.84, sigma 0.97), 56 kills - 72 deaths
jason: 23.92 TrueSkill (mu 28.51, sigma 1.53), 35 kills - 39 deaths
MARCI: 23.91 TrueSkill (mu 27.35, sigma 1.15), 47 kills - 51 deaths
Blast: 23.88 TrueSkill (mu 27.71, sigma 1.28), 67 kills - 60 deaths
mistou: 23.87 TrueSkill (mu 26.54, sigma 0.89), 115 kills - 108 deaths
fake: 23.82 TrueSkill (mu 26.71, sigma 0.96), 86 kills - 87 deaths
juho: 23.80 TrueSkill (mu 26.18, sigma 0.79), 783 kills - 799 deaths
overfly: 23.79 TrueSkill (mu 26.26, sigma 0.82), 161 kills - 152 deaths
innocent: 23.74 TrueSkill (mu 26.24, sigma 0.83), 1072 kills - 1050 deaths
YOUYOU: 23.73 TrueSkill (mu 26.73, sigma 1.00), 46 kills - 60 deaths
MICHU: 23.73 TrueSkill (mu 26.26, sigma 0.84), 1056 kills - 1080 deaths
Pimp: 23.70 TrueSkill (mu 26.11, sigma 0.80), 1269 kills - 1237 deaths
fox: 23.70 TrueSkill (mu 26.12, sigma 0.81), 1235 kills - 1332 deaths
GENESIS: 23.70 TrueSkill (mu 26.72, sigma 1.01), 83 kills - 78 deaths
lamp: 23.69 TrueSkill (mu 26.07, sigma 0.79), 325 kills - 372 deaths
simozor: 23.68 TrueSkill (mu 26.11, sigma 0.81), 148 kills - 158 deaths
COLONA: 23.66 TrueSkill (mu 27.39, sigma 1.24), 29 kills - 44 deaths
veggeh: 23.65 TrueSkill (mu 26.33, sigma 0.89), 72 kills - 86 deaths
MSL: 23.64 TrueSkill (mu 26.06, sigma 0.81), 1431 kills - 1658 deaths
Sakura: 23.63 TrueSkill (mu 27.73, sigma 1.37), 28 kills - 38 deaths
AdreN: 23.61 TrueSkill (mu 25.99, sigma 0.79), 1286 kills - 1155 deaths
KillDreaM: 23.60 TrueSkill (mu 26.36, sigma 0.92), 234 kills - 229 deaths
averol: 23.56 TrueSkill (mu 27.75, sigma 1.40), 42 kills - 43 deaths
peet: 23.55 TrueSkill (mu 25.94, sigma 0.80), 411 kills - 444 deaths
JUGI: 23.51 TrueSkill (mu 25.92, sigma 0.80), 374 kills - 333 deaths
koosta: 23.50 TrueSkill (mu 25.93, sigma 0.81), 606 kills - 540 deaths
Sound: 23.50 TrueSkill (mu 26.01, sigma 0.83), 154 kills - 177 deaths
CeLesTiaL: 23.46 TrueSkill (mu 25.92, sigma 0.82), 176 kills - 156 deaths
balblna: 23.46 TrueSkill (mu 25.89, sigma 0.81), 139 kills - 169 deaths
havoK: 23.45 TrueSkill (mu 26.14, sigma 0.90), 92 kills - 96 deaths
N1GHTMARE: 23.42 TrueSkill (mu 28.27, sigma 1.62), 41 kills - 37 deaths
Friis: 23.41 TrueSkill (mu 25.81, sigma 0.80), 880 kills - 898 deaths
NikkeZ: 23.41 TrueSkill (mu 26.47, sigma 1.02), 106 kills - 90 deaths
zeff: 23.40 TrueSkill (mu 27.89, sigma 1.50), 64 kills - 49 deaths
GAM3: 23.40 TrueSkill (mu 25.85, sigma 0.82), 151 kills - 163 deaths
millen: 23.37 TrueSkill (mu 28.27, sigma 1.63), 33 kills - 35 deaths
maverick: 23.36 TrueSkill (mu 25.99, sigma 0.88), 103 kills - 127 deaths
Konvict: 23.36 TrueSkill (mu 26.20, sigma 0.95), 145 kills - 158 deaths
knukk: 23.34 TrueSkill (mu 27.44, sigma 1.37), 23 kills - 36 deaths
oxey: 23.34 TrueSkill (mu 26.94, sigma 1.20), 84 kills - 86 deaths
xms: 23.34 TrueSkill (mu 26.20, sigma 0.95), 128 kills - 107 deaths
ryx: 23.33 TrueSkill (mu 25.78, sigma 0.82), 390 kills - 373 deaths
rindA: 23.32 TrueSkill (mu 25.84, sigma 0.84), 169 kills - 179 deaths
wayLander: 23.31 TrueSkill (mu 25.74, sigma 0.81), 210 kills - 186 deaths
shoushi: 23.30 TrueSkill (mu 26.32, sigma 1.01), 90 kills - 125 deaths
braKe: 23.30 TrueSkill (mu 27.57, sigma 1.42), 88 kills - 87 deaths
moen: 23.29 TrueSkill (mu 27.55, sigma 1.42), 17 kills - 41 deaths
sancz: 23.28 TrueSkill (mu 25.65, sigma 0.79), 444 kills - 411 deaths
ofnu: 23.25 TrueSkill (mu 26.80, sigma 1.18), 90 kills - 75 deaths
takbok: 23.24 TrueSkill (mu 26.35, sigma 1.04), 108 kills - 115 deaths
ReDWateR: 23.23 TrueSkill (mu 26.54, sigma 1.10), 47 kills - 59 deaths
waterfaLLZ: 23.21 TrueSkill (mu 25.76, sigma 0.85), 538 kills - 629 deaths
HSK: 23.20 TrueSkill (mu 25.67, sigma 0.82), 168 kills - 177 deaths
rallen: 23.19 TrueSkill (mu 25.60, sigma 0.80), 482 kills - 508 deaths
LEGIJA: 23.18 TrueSkill (mu 25.55, sigma 0.79), 255 kills - 271 deaths
abE: 23.18 TrueSkill (mu 25.56, sigma 0.79), 550 kills - 549 deaths
AcilioN: 23.13 TrueSkill (mu 25.56, sigma 0.81), 1010 kills - 1024 deaths
roca: 23.10 TrueSkill (mu 25.49, sigma 0.80), 465 kills - 446 deaths
Rede: 23.09 TrueSkill (mu 26.01, sigma 0.97), 69 kills - 84 deaths
dejavux: 23.08 TrueSkill (mu 26.70, sigma 1.21), 75 kills - 83 deaths
PetitSkel: 23.08 TrueSkill (mu 25.53, sigma 0.82), 130 kills - 120 deaths
xullE: 23.07 TrueSkill (mu 25.49, sigma 0.81), 123 kills - 141 deaths
EJHAY: 23.06 TrueSkill (mu 28.14, sigma 1.69), 25 kills - 19 deaths
R0gue: 23.04 TrueSkill (mu 26.42, sigma 1.13), 40 kills - 58 deaths
MODDII: 23.02 TrueSkill (mu 25.43, sigma 0.80), 298 kills - 352 deaths
feNeK: 23.01 TrueSkill (mu 25.46, sigma 0.81), 246 kills - 206 deaths
MoeycQ: 23.00 TrueSkill (mu 26.12, sigma 1.04), 74 kills - 89 deaths
ConTacT: 23.00 TrueSkill (mu 25.65, sigma 0.88), 151 kills - 125 deaths
uW: 22.97 TrueSkill (mu 27.37, sigma 1.47), 45 kills - 44 deaths
oskarish: 22.97 TrueSkill (mu 25.40, sigma 0.81), 536 kills - 478 deaths
LETN1: 22.97 TrueSkill (mu 25.39, sigma 0.81), 291 kills - 265 deaths
DAVEY: 22.96 TrueSkill (mu 25.34, sigma 0.79), 684 kills - 619 deaths
lovely: 22.95 TrueSkill (mu 29.01, sigma 2.02), 15 kills - 18 deaths
xartE: 22.92 TrueSkill (mu 25.30, sigma 0.79), 530 kills - 589 deaths
stark: 22.92 TrueSkill (mu 27.49, sigma 1.52), 56 kills - 55 deaths
PyromaRnE: 22.91 TrueSkill (mu 25.74, sigma 0.94), 129 kills - 131 deaths
4sh0t: 22.89 TrueSkill (mu 25.35, sigma 0.82), 174 kills - 178 deaths
oskar: 22.88 TrueSkill (mu 25.29, sigma 0.80), 662 kills - 539 deaths
MEr: 22.84 TrueSkill (mu 26.05, sigma 1.07), 96 kills - 62 deaths
teddyt: 22.83 TrueSkill (mu 26.89, sigma 1.35), 76 kills - 71 deaths
BouLy: 22.82 TrueSkill (mu 25.23, sigma 0.80), 160 kills - 151 deaths
NgocTocDo: 22.82 TrueSkill (mu 28.91, sigma 2.03), 11 kills - 17 deaths
Slemmy: 22.82 TrueSkill (mu 25.24, sigma 0.81), 268 kills - 304 deaths
cadiaN: 22.80 TrueSkill (mu 25.26, sigma 0.82), 982 kills - 1028 deaths
AaroN: 22.80 TrueSkill (mu 26.02, sigma 1.07), 88 kills - 102 deaths
niLssoN: 22.80 TrueSkill (mu 25.87, sigma 1.03), 88 kills - 88 deaths
hooch: 22.79 TrueSkill (mu 25.16, sigma 0.79), 569 kills - 568 deaths
AnyOne: 22.72 TrueSkill (mu 27.54, sigma 1.61), 38 kills - 39 deaths
ibs: 22.72 TrueSkill (mu 26.94, sigma 1.41), 22 kills - 35 deaths
dragunov: 22.72 TrueSkill (mu 28.66, sigma 1.98), 13 kills - 22 deaths
DiMKE: 22.70 TrueSkill (mu 25.32, sigma 0.87), 151 kills - 132 deaths
SileNt3m: 22.68 TrueSkill (mu 25.08, sigma 0.80), 770 kills - 757 deaths
Freelance: 22.68 TrueSkill (mu 26.83, sigma 1.38), 20 kills - 32 deaths
stfN: 22.67 TrueSkill (mu 25.08, sigma 0.80), 499 kills - 493 deaths
deStiny: 22.66 TrueSkill (mu 27.61, sigma 1.65), 27 kills - 29 deaths
Pizituh: 22.65 TrueSkill (mu 25.84, sigma 1.06), 135 kills - 127 deaths
Art: 22.64 TrueSkill (mu 25.49, sigma 0.95), 178 kills - 163 deaths
MAIDHEN: 22.62 TrueSkill (mu 26.32, sigma 1.23), 63 kills - 62 deaths
loWel: 22.59 TrueSkill (mu 25.09, sigma 0.83), 202 kills - 191 deaths
Relaxa: 22.55 TrueSkill (mu 27.84, sigma 1.76), 15 kills - 16 deaths
mole: 22.53 TrueSkill (mu 25.29, sigma 0.92), 95 kills - 103 deaths
cozeh: 22.53 TrueSkill (mu 25.82, sigma 1.09), 69 kills - 86 deaths
Relyks: 22.52 TrueSkill (mu 24.93, sigma 0.80), 619 kills - 597 deaths
spielz: 22.50 TrueSkill (mu 27.16, sigma 1.55), 25 kills - 31 deaths
Dewid: 22.50 TrueSkill (mu 24.95, sigma 0.81), 133 kills - 152 deaths
yellowwwwwwww: 22.46 TrueSkill (mu 26.26, sigma 1.26), 82 kills - 77 deaths
n0swal: 22.46 TrueSkill (mu 24.88, sigma 0.81), 223 kills - 199 deaths
ZEN: 22.45 TrueSkill (mu 24.91, sigma 0.82), 241 kills - 232 deaths
hen1: 22.44 TrueSkill (mu 24.81, sigma 0.79), 688 kills - 510 deaths
keev: 22.42 TrueSkill (mu 24.82, sigma 0.80), 463 kills - 377 deaths
bladE: 22.42 TrueSkill (mu 25.38, sigma 0.99), 57 kills - 62 deaths
gunnlock: 22.41 TrueSkill (mu 26.75, sigma 1.45), 34 kills - 35 deaths
huggan: 22.38 TrueSkill (mu 25.12, sigma 0.92), 133 kills - 89 deaths
Nami: 22.37 TrueSkill (mu 24.91, sigma 0.85), 120 kills - 109 deaths
strux1: 22.36 TrueSkill (mu 25.04, sigma 0.89), 242 kills - 271 deaths
Zero: 22.35 TrueSkill (mu 24.80, sigma 0.82), 473 kills - 459 deaths
pNshr: 22.35 TrueSkill (mu 24.80, sigma 0.82), 174 kills - 159 deaths
FUSiON: 22.35 TrueSkill (mu 24.99, sigma 0.88), 159 kills - 135 deaths
spaze: 22.35 TrueSkill (mu 24.88, sigma 0.85), 576 kills - 525 deaths
snatchie: 22.34 TrueSkill (mu 26.61, sigma 1.42), 58 kills - 60 deaths
Lucky: 22.33 TrueSkill (mu 24.72, sigma 0.80), 259 kills - 285 deaths
shroud: 22.32 TrueSkill (mu 24.77, sigma 0.82), 1079 kills - 937 deaths
BTN: 22.31 TrueSkill (mu 28.69, sigma 2.12), 41 kills - 35 deaths
bishop: 22.30 TrueSkill (mu 25.07, sigma 0.92), 118 kills - 87 deaths
z4pper: 22.29 TrueSkill (mu 25.69, sigma 1.13), 43 kills - 60 deaths
kUMA: 22.28 TrueSkill (mu 25.32, sigma 1.01), 88 kills - 73 deaths
fruit: 22.27 TrueSkill (mu 24.71, sigma 0.81), 178 kills - 180 deaths
zero: 22.26 TrueSkill (mu 25.14, sigma 0.96), 61 kills - 54 deaths
TheOne: 22.25 TrueSkill (mu 25.43, sigma 1.06), 43 kills - 60 deaths
freakazoid: 22.22 TrueSkill (mu 24.66, sigma 0.81), 960 kills - 1005 deaths
k1Ng0r: 22.20 TrueSkill (mu 25.18, sigma 1.00), 84 kills - 95 deaths
lakon: 22.18 TrueSkill (mu 25.13, sigma 0.98), 66 kills - 92 deaths
Olivia: 22.17 TrueSkill (mu 24.94, sigma 0.92), 97 kills - 82 deaths
Skadoodle: 22.17 TrueSkill (mu 24.59, sigma 0.81), 997 kills - 826 deaths
Anomaly: 22.15 TrueSkill (mu 24.64, sigma 0.83), 226 kills - 256 deaths
SEMPHIS: 22.14 TrueSkill (mu 24.53, sigma 0.80), 446 kills - 420 deaths
fLx: 22.11 TrueSkill (mu 24.99, sigma 0.96), 71 kills - 81 deaths
Pho: 22.09 TrueSkill (mu 25.40, sigma 1.11), 54 kills - 47 deaths
zhsl: 22.06 TrueSkill (mu 25.88, sigma 1.27), 66 kills - 84 deaths
ALEX: 22.03 TrueSkill (mu 24.56, sigma 0.84), 228 kills - 245 deaths
fearLess: 22.02 TrueSkill (mu 25.17, sigma 1.05), 85 kills - 77 deaths
frgd: 22.02 TrueSkill (mu 24.62, sigma 0.87), 231 kills - 318 deaths
queztone: 22.01 TrueSkill (mu 24.73, sigma 0.91), 92 kills - 63 deaths
Biggy: 22.01 TrueSkill (mu 25.66, sigma 1.22), 51 kills - 44 deaths
vetic: 21.99 TrueSkill (mu 25.08, sigma 1.03), 80 kills - 95 deaths
snapt: 21.98 TrueSkill (mu 24.79, sigma 0.94), 110 kills - 74 deaths
Nifty: 21.98 TrueSkill (mu 24.60, sigma 0.87), 96 kills - 103 deaths
KarriBob: 21.98 TrueSkill (mu 24.51, sigma 0.84), 97 kills - 118 deaths
bardOZ: 21.98 TrueSkill (mu 24.55, sigma 0.86), 162 kills - 147 deaths
FREDDyFROG: 21.96 TrueSkill (mu 27.73, sigma 1.92), 16 kills - 18 deaths
Zeo: 21.95 TrueSkill (mu 24.98, sigma 1.01), 121 kills - 120 deaths
AkoR: 21.95 TrueSkill (mu 24.97, sigma 1.01), 87 kills - 65 deaths
hurley: 21.95 TrueSkill (mu 25.06, sigma 1.04), 72 kills - 86 deaths
Dave: 21.94 TrueSkill (mu 25.16, sigma 1.07), 78 kills - 72 deaths
dephh: 21.91 TrueSkill (mu 24.36, sigma 0.82), 116 kills - 133 deaths
XpG: 21.89 TrueSkill (mu 24.36, sigma 0.82), 119 kills - 144 deaths
anger: 21.89 TrueSkill (mu 24.31, sigma 0.81), 412 kills - 436 deaths
LOMME: 21.88 TrueSkill (mu 24.35, sigma 0.82), 416 kills - 374 deaths
jayzaR: 21.88 TrueSkill (mu 24.52, sigma 0.88), 201 kills - 189 deaths
ViperDemon: 21.86 TrueSkill (mu 25.07, sigma 1.07), 45 kills - 55 deaths
TENGU9: 21.83 TrueSkill (mu 27.64, sigma 1.93), 25 kills - 19 deaths
Char: 21.82 TrueSkill (mu 24.32, sigma 0.83), 148 kills - 140 deaths
JinNy: 21.81 TrueSkill (mu 24.45, sigma 0.88), 138 kills - 131 deaths
jasonR: 21.81 TrueSkill (mu 24.17, sigma 0.79), 508 kills - 540 deaths
STYKO: 21.81 TrueSkill (mu 24.25, sigma 0.81), 538 kills - 537 deaths
stavros: 21.79 TrueSkill (mu 24.29, sigma 0.83), 241 kills - 323 deaths
RattlesnK: 21.79 TrueSkill (mu 24.90, sigma 1.04), 92 kills - 86 deaths
jarod: 21.77 TrueSkill (mu 26.96, sigma 1.73), 36 kills - 38 deaths
steel: 21.77 TrueSkill (mu 24.15, sigma 0.79), 701 kills - 798 deaths
Nexo: 21.77 TrueSkill (mu 25.15, sigma 1.13), 56 kills - 64 deaths
fakedaN: 21.76 TrueSkill (mu 28.61, sigma 2.28), 18 kills - 20 deaths
DUM0RE: 21.76 TrueSkill (mu 24.27, sigma 0.83), 179 kills - 194 deaths
LONSDALE: 21.76 TrueSkill (mu 25.26, sigma 1.17), 97 kills - 93 deaths
acroN: 21.73 TrueSkill (mu 25.85, sigma 1.37), 22 kills - 37 deaths
wenton: 21.71 TrueSkill (mu 24.20, sigma 0.83), 217 kills - 203 deaths
Kirby: 21.70 TrueSkill (mu 24.58, sigma 0.96), 63 kills - 103 deaths
saV: 21.69 TrueSkill (mu 24.18, sigma 0.83), 199 kills - 201 deaths
axeler4: 21.69 TrueSkill (mu 24.25, sigma 0.85), 112 kills - 145 deaths
repo: 21.69 TrueSkill (mu 24.11, sigma 0.81), 322 kills - 332 deaths
plum: 21.65 TrueSkill (mu 24.47, sigma 0.94), 83 kills - 76 deaths
lightworker: 21.61 TrueSkill (mu 27.22, sigma 1.87), 37 kills - 29 deaths
NIZN: 21.61 TrueSkill (mu 24.25, sigma 0.88), 222 kills - 229 deaths
Nico: 21.60 TrueSkill (mu 24.03, sigma 0.81), 449 kills - 486 deaths
twist: 21.60 TrueSkill (mu 24.07, sigma 0.82), 593 kills - 526 deaths
GruBy: 21.56 TrueSkill (mu 24.00, sigma 0.81), 437 kills - 527 deaths
zende: 21.55 TrueSkill (mu 23.95, sigma 0.80), 610 kills - 591 deaths
kiko: 21.54 TrueSkill (mu 23.88, sigma 0.78), 390 kills - 403 deaths
Kny: 21.52 TrueSkill (mu 25.54, sigma 1.34), 35 kills - 34 deaths
tiziaN: 21.51 TrueSkill (mu 23.90, sigma 0.80), 442 kills - 494 deaths
facecrack: 21.51 TrueSkill (mu 23.97, sigma 0.82), 467 kills - 554 deaths
Dumas: 21.50 TrueSkill (mu 23.93, sigma 0.81), 318 kills - 316 deaths
riis3d: 21.50 TrueSkill (mu 24.58, sigma 1.03), 123 kills - 118 deaths
nova: 21.48 TrueSkill (mu 26.50, sigma 1.67), 50 kills - 46 deaths
flowsicK: 21.48 TrueSkill (mu 23.99, sigma 0.84), 111 kills - 126 deaths
bobbY: 21.46 TrueSkill (mu 25.83, sigma 1.45), 19 kills - 32 deaths
boltz: 21.46 TrueSkill (mu 23.82, sigma 0.79), 1221 kills - 1124 deaths
TRuve: 21.43 TrueSkill (mu 24.13, sigma 0.90), 111 kills - 109 deaths
cla: 21.43 TrueSkill (mu 24.03, sigma 0.87), 177 kills - 147 deaths
shinobi: 21.42 TrueSkill (mu 23.90, sigma 0.83), 114 kills - 139 deaths
freddieb: 21.41 TrueSkill (mu 24.12, sigma 0.91), 169 kills - 156 deaths
apathyy: 21.40 TrueSkill (mu 26.90, sigma 1.83), 19 kills - 16 deaths
Fly: 21.40 TrueSkill (mu 24.38, sigma 0.99), 163 kills - 175 deaths
tabu: 21.40 TrueSkill (mu 23.84, sigma 0.82), 697 kills - 653 deaths
jmqa: 21.37 TrueSkill (mu 23.93, sigma 0.85), 525 kills - 618 deaths
Lunax: 21.35 TrueSkill (mu 23.93, sigma 0.86), 98 kills - 151 deaths
glace: 21.35 TrueSkill (mu 23.81, sigma 0.82), 375 kills - 398 deaths
1uke: 21.32 TrueSkill (mu 23.76, sigma 0.81), 278 kills - 306 deaths
autimatic: 21.30 TrueSkill (mu 23.73, sigma 0.81), 359 kills - 348 deaths
valens: 21.30 TrueSkill (mu 23.78, sigma 0.83), 202 kills - 297 deaths
Puls3: 21.29 TrueSkill (mu 24.40, sigma 1.04), 66 kills - 73 deaths
kalth: 21.28 TrueSkill (mu 25.82, sigma 1.51), 29 kills - 38 deaths
animus: 21.25 TrueSkill (mu 24.20, sigma 0.98), 91 kills - 80 deaths
NEEX: 21.25 TrueSkill (mu 24.04, sigma 0.93), 99 kills - 108 deaths
lUMBERJACK: 21.23 TrueSkill (mu 23.97, sigma 0.91), 134 kills - 158 deaths
MAiNLiNE: 21.22 TrueSkill (mu 23.60, sigma 0.79), 636 kills - 707 deaths
kHRYSTAL: 21.22 TrueSkill (mu 23.71, sigma 0.83), 172 kills - 199 deaths
saveeey: 21.21 TrueSkill (mu 24.91, sigma 1.23), 39 kills - 55 deaths
st0Le: 21.18 TrueSkill (mu 24.39, sigma 1.07), 62 kills - 54 deaths
Aguila: 21.15 TrueSkill (mu 24.30, sigma 1.05), 40 kills - 60 deaths
NOFEAR: 21.13 TrueSkill (mu 23.66, sigma 0.84), 129 kills - 147 deaths
TF: 21.11 TrueSkill (mu 24.09, sigma 0.99), 46 kills - 57 deaths
DREAM: 21.09 TrueSkill (mu 24.03, sigma 0.98), 78 kills - 68 deaths
TONI: 21.09 TrueSkill (mu 23.95, sigma 0.95), 81 kills - 107 deaths
k1tkat: 21.09 TrueSkill (mu 23.65, sigma 0.86), 92 kills - 120 deaths
ScRm: 21.08 TrueSkill (mu 23.74, sigma 0.89), 190 kills - 220 deaths
Sico: 21.07 TrueSkill (mu 24.50, sigma 1.14), 47 kills - 35 deaths
frozito: 21.06 TrueSkill (mu 24.42, sigma 1.12), 71 kills - 97 deaths
ArT: 21.03 TrueSkill (mu 24.71, sigma 1.23), 37 kills - 60 deaths
emi: 21.02 TrueSkill (mu 23.49, sigma 0.82), 185 kills - 221 deaths
bodito: 21.02 TrueSkill (mu 23.71, sigma 0.90), 120 kills - 119 deaths
syN: 21.02 TrueSkill (mu 24.44, sigma 1.14), 56 kills - 61 deaths
kap1tw: 20.98 TrueSkill (mu 27.27, sigma 2.10), 34 kills - 40 deaths
b3n: 20.98 TrueSkill (mu 25.49, sigma 1.50), 40 kills - 41 deaths
DeKa: 20.96 TrueSkill (mu 24.51, sigma 1.18), 55 kills - 60 deaths
vertiGo: 20.96 TrueSkill (mu 25.74, sigma 1.60), 36 kills - 38 deaths
Krazyfo: 20.96 TrueSkill (mu 24.84, sigma 1.29), 42 kills - 35 deaths
zEVES: 20.95 TrueSkill (mu 23.52, sigma 0.86), 270 kills - 360 deaths
options: 20.95 TrueSkill (mu 24.28, sigma 1.11), 41 kills - 60 deaths
Stewie2k: 20.94 TrueSkill (mu 23.45, sigma 0.84), 786 kills - 805 deaths
dmN: 20.93 TrueSkill (mu 24.79, sigma 1.29), 68 kills - 59 deaths
arya: 20.92 TrueSkill (mu 23.27, sigma 0.78), 497 kills - 567 deaths
desi: 20.91 TrueSkill (mu 23.35, sigma 0.81), 173 kills - 177 deaths
fRoD: 20.90 TrueSkill (mu 23.42, sigma 0.84), 99 kills - 131 deaths
ExiE: 20.86 TrueSkill (mu 25.04, sigma 1.40), 44 kills - 49 deaths
deathX: 20.85 TrueSkill (mu 25.21, sigma 1.45), 35 kills - 38 deaths
nexa: 20.85 TrueSkill (mu 23.34, sigma 0.83), 166 kills - 152 deaths
NyX: 20.83 TrueSkill (mu 24.12, sigma 1.10), 56 kills - 54 deaths
bee: 20.80 TrueSkill (mu 26.51, sigma 1.90), 31 kills - 29 deaths
kzy: 20.77 TrueSkill (mu 23.14, sigma 0.79), 368 kills - 375 deaths
cype: 20.77 TrueSkill (mu 23.18, sigma 0.80), 223 kills - 252 deaths
breAker: 20.76 TrueSkill (mu 23.32, sigma 0.85), 106 kills - 122 deaths
ub1que: 20.76 TrueSkill (mu 23.35, sigma 0.86), 358 kills - 397 deaths
Twistzz: 20.74 TrueSkill (mu 23.21, sigma 0.82), 185 kills - 178 deaths
Riddickz: 20.71 TrueSkill (mu 25.99, sigma 1.76), 24 kills - 19 deaths
Drone: 20.70 TrueSkill (mu 23.26, sigma 0.85), 143 kills - 160 deaths
som: 20.70 TrueSkill (mu 26.58, sigma 1.96), 36 kills - 26 deaths
PEX: 20.66 TrueSkill (mu 23.12, sigma 0.82), 160 kills - 197 deaths
planks: 20.65 TrueSkill (mu 23.24, sigma 0.86), 160 kills - 182 deaths
wuzz: 20.63 TrueSkill (mu 24.75, sigma 1.37), 38 kills - 35 deaths
Xp3: 20.60 TrueSkill (mu 23.01, sigma 0.80), 402 kills - 422 deaths
SandeN: 20.60 TrueSkill (mu 23.11, sigma 0.84), 718 kills - 722 deaths
watt: 20.59 TrueSkill (mu 23.45, sigma 0.95), 56 kills - 88 deaths
ShadowStrike: 20.58 TrueSkill (mu 23.73, sigma 1.05), 50 kills - 57 deaths
LeX: 20.58 TrueSkill (mu 23.02, sigma 0.81), 330 kills - 413 deaths
donQ: 20.58 TrueSkill (mu 23.18, sigma 0.87), 133 kills - 125 deaths
